supplier_id,supplier_code,supplier_name,supplier_type,gst_number,pan_number,email,phone_number,contact_person,address_line_1,address_line_2,city,state,country,postal_code,payment_terms_id,bank_name,bank_account_number,ifsc_code,supplier_status,created_date,modified_date
178,SUP00178,Padmanabhan-Khanna,Goods Supplier,34CJKNI8932D0Z9,GWIMT7646D,cdara@rege-dubey.info,02246834502,Rachita Seshadri,"23/089
Mohan Marg",Suite 4,Surat,Gujarat,India,541455,6,HDFC Bank,42267524798,HDFC0209125,Active,2017-09-01,2025-07-23
179,SUP00179,"Issac, Khosla and Kant",Logistics Provider,36ACVYS0105H2ZH,CDHDA4244S,amaira54@iyengar.biz,02444924425,Umang More,"737
Vohra Chowk",Suite 19,Ahmedabad,Gujarat,India,266719,4,IndusInd Bank,3537550483889897,INDU0916718,Active,2017-02-20,2018-01-11
180,SUP00180,"Khosla, Pillay and Jha",Logistics Provider,21HCZWD1323F7ZF,KXYFE4808D,vbanik@parmer-saran.org,6734513892,Jasmit Sule,"H.No. 525
Bhatia Path",Suite 17,Hyderabad,Telangana,India,856926,2,ICICI Bank,16703225097971,ICIC0814687,Active,2023-02-26,2023-11-24
181,SUP00181,Raju PLC,Service Provider,31JSPPJ2796F8ZH,ZCENC7297I,urvashibansal@pal.com,08273903437,Tamanna Pathak,"18/74, Sibal Ganj",Unit 50,Hyderabad,Telangana,India,097162,10,Kotak Mahindra Bank,45508907602110,KOTA0787906,Active,2021-12-12,2024-03-05
182,SUP00182,Sunder Ltd,Contractor,16BFWOU0282V6ZS,PMEFS2143A,shankaromaja@konda.com,+915833414327,Manan Tara,"113
Peri Nagar",,Bengaluru,Karnataka,India,085692,5,ICICI Bank,4947975994382528,ICIC0847358,Active,2025-12-18,2026-04-18
183,SUP00183,"Sama, Modi and Khare",Goods Supplier,31MWQDL7663J9ZI,THVHH1755A,ekajanatarajan@sami.com,+910347014037,Aarav Desai,"H.No. 22
Kala Zila",Unit 52,Hyderabad,Telangana,India,498835,5,Yes Bank,1160481404309030,YES 0589939,Active,2016-08-22,2024-07-22
184,SUP00184,Kala Group,Goods Supplier,06EEORH1619V6ZR,MELKH3887R,adas@baria.info,09256902214,Upma Varty,"01
Rout Ganj",Unit 87,Noida,Uttar Pradesh,India,992140,6,Punjab National Bank,91274124660,PUNJ0228698,Active,2022-02-17,2024-09-27
185,SUP00185,Chand Ltd,Raw Material Supplier,16WLLBE3357D9Z5,AEQTA7829N,forum38@ganguly.info,+913432114760,Tripti Khanna,"18/949, Tripathi Chowk",Suite 26,Mumbai,Maharashtra,India,090774,8,Kotak Mahindra Bank,53384404188,KOTA0612050,Active,2021-04-18,2025-02-07
186,SUP00186,Mandal and Sons,Raw Material Supplier,27NMBDU3481F7ZD,ZBVAE4667X,udantsethi@bhavsar.biz,03122735544,Mugdha Chahal,"322, Kara",Floor 10,Jaipur,Rajasthan,India,321835,6,Punjab National Bank,404926163171,PUNJ0309810,Active,2019-08-02,2021-04-26
187,SUP00187,Dora Inc,Contractor,21PIKGV6972X9ZG,ZUXJB8872N,guneetjayaraman@garg-borah.com,09882808396,Chasmum Rai,"H.No. 00, Kaur Chowk",Suite 4,Hyderabad,Telangana,India,906514,6,Yes Bank,56263777884,YES 0997747,Active,2017-06-16,2018-03-21
188,SUP00188,Jha and Sons,Raw Material Supplier,23GUUCE1883C8ZD,WTONI3988S,lsagar@dixit.biz,7810152971,Chaman Seth,"38/078
Sampath Circle",,Kolkata,West Bengal,India,939048,4,HDFC Bank,37262487459,HDFC0393192,Active,2017-05-19,2022-01-14
189,SUP00189,Chowdhury-Mannan,Equipment Vendor,20KMIPD2912L3ZN,FQQEP1811L,samidayita@gandhi.biz,+915540110381,Prisha Lal,"633, Mohanty Circle",Suite 27,Chennai,Tamil Nadu,India,271525,4,State Bank of India,5870686146318265,STAT0132605,Active,2019-02-26,2022-03-22
190,SUP00190,Shetty-Morar,Raw Material Supplier,03FLDPV1798L8ZF,RDYCN9210Z,mohini29@choudhry-setty.com,8706358976,Rachita Munshi,"H.No. 02
Tak Nagar",Unit 82,Jaipur,Rajasthan,India,026166,10,Kotak Mahindra Bank,569980139806,KOTA0162340,Active,2018-08-01,2024-10-20
191,SUP00191,Agarwal Group,Equipment Vendor,28VBICQ2576N5ZL,IZGBB2048V,leela93@rajan.info,+916195975530,Guneet Bhakta,"92, Sha Chowk",Suite 49,Mumbai,Maharashtra,India,515758,8,HDFC Bank,21480305683115,HDFC0648948,Active,2021-12-28,2024-04-27
192,SUP00192,Samra-Comar,Raw Material Supplier,18IECDV2248T4ZE,ILFJJ6813N,okrishnamurthy@magar-sarma.biz,6034182543,Shaurya Lal,"H.No. 37
Dugar Ganj",Unit 82,Amritsar,Punjab,India,756071,10,Axis Bank,0104468120481896,AXIS0500583,Active,2025-12-30,2026-06-29
193,SUP00193,"Dubey, Pall and Chadha",Raw Material Supplier,09QIRTL8255X8ZI,VYIMD6656N,chanda@agrawal.info,05814469984,Aadi Panchal,"H.No. 545, Merchant Path",,Hyderabad,Telangana,India,316868,10,Axis Bank,9403615114685224,AXIS0722597,Active,2024-05-23,2024-10-11
194,SUP00194,Baral LLC,Service Provider,21DSJSB3839M8Z1,VMQEF0066N,lvaidya@rattan-garg.com,+910713202797,Nilima Sharaf,"H.No. 776, Ramaswamy",Floor 20,Amritsar,Punjab,India,215828,1,Yes Bank,1270170276334865,YES 0701633,Active,2019-11-13,2020-04-15
195,SUP00195,Balakrishnan-Kade,Logistics Provider,27YHDFJ6691K6Z9,KZTVT9689Q,advayrout@naidu.org,+912690849054,Ekbal Rama,"H.No. 774
Kibe Nagar",,Mumbai,Maharashtra,India,254801,8,Axis Bank,90784536134,AXIS0147709,Active,2021-11-07,2024-06-03
196,SUP00196,Bansal Inc,Contractor,35KOULK0310S1ZP,ARWCY1005X,yuvraj95@koshy.com,+913960994653,Imaran Keer,"94, Agrawal Path",Suite 18,Bengaluru,Karnataka,India,285068,2,Yes Bank,1802529526124962,YES 0608803,Inactive,2016-12-05,2017-05-13
197,SUP00197,Lad LLC,Equipment Vendor,13JEUFC4971R5ZE,DBIQT4966O,jairajtak@bhatti-sandal.com,00033542946,Balendra Parikh,"304
Iyengar Circle",Suite 41,Chennai,Tamil Nadu,India,981401,8,IndusInd Bank,49283990978871,INDU0407763,Active,2016-10-19,2025-12-06
198,SUP00198,Kaul-Ahluwalia,Contractor,29EKUZB2679U8Z0,GWHVV0733D,odass@kashyap.com,+917492364852,Jack Balasubramanian,"H.No. 444
Bir Circle",Unit 64,Noida,Uttar Pradesh,India,228038,6,Kotak Mahindra Bank,328883909096,KOTA0719786,Active,2024-01-09,2024-04-27
199,SUP00199,Pai Group,Equipment Vendor,01DLSLH9615N4ZJ,ZBJIH9775S,jaggivritti@kanda.info,8141667235,Devika Borah,"H.No. 094, Sampath Path",,Bengaluru,Karnataka,India,236029,1,State Bank of India,9664515155729617,STAT0270592,Active,2025-10-21,2025-12-10
200,SUP00200,Mani-Bhatia,Equipment Vendor,32ZTNFO8749R5ZK,MOGWZ2490P,bedialka@yadav.com,01018571875,Pavani Dugar,"70/508, Khanna Road",,Lucknow,Uttar Pradesh,India,183075,3,Axis Bank,757099566270,AXIS0241380,Active,2017-08-23,2021-08-09
201,SUP00201,Goel-Kara,Logistics Provider,18GZQPA9163W2ZK,QJJXB5033E,mnatarajan@kothari.com,+915959764296,Patrick Swaminathan,"H.No. 19, Grover",Suite 30,Kolkata,West Bengal,India,509737,2,State Bank of India,110080713490,STAT0675360,Active,2025-09-23,2026-04-26
202,SUP00202,"Uppal, Agate and Hegde",Service Provider,13OGILF0987B4ZK,PFYEV8191A,maxbabu@bath.com,+919580108646,Rachana Sehgal,"78, Pillai Zila",Unit 19,Lucknow,Uttar Pradesh,India,759258,7,Axis Bank,95746075263,AXIS0302993,Active,2020-01-02,2025-04-10
203,SUP00203,Pradhan LLC,Contractor,09TXLSF3190T8ZK,FEZOY5695Y,azaanpall@swaminathan-raval.com,+919373966366,Theodore Garde,"H.No. 94
Sachdev Street",Suite 32,Mysuru,Karnataka,India,160237,4,ICICI Bank,4531578109518459,ICIC0978360,Active,2021-03-31,2025-01-05
204,SUP00204,Raman-Ravel,Equipment Vendor,01PSHFI8643X8ZA,DUNXB8264B,schand@sarin.com,0704548703,Urishilla Char,"H.No. 05, Ben Path",,Noida,Uttar Pradesh,India,974102,10,Kotak Mahindra Bank,700298402548,KOTA0647719,Inactive,2018-02-24,2022-11-16
205,SUP00205,"Gupta, Doshi and Sawhney",Raw Material Supplier,25JQZVF4867T4Z5,YNPPD4682D,ethan78@verma-parekh.com,8167441437,Pavani Guha,"20/57, Patla Nagar",Unit 28,Mumbai,Maharashtra,India,369260,1,IndusInd Bank,90581542403,INDU0674528,Active,2021-11-25,2025-12-10
206,SUP00206,"Din, Peri and Chaudhari",Raw Material Supplier,36PSCMA0423U2ZK,ZZYWD1619L,xbajaj@bakshi-chopra.com,+913113496645,Aahana Nagy,"100
Savant Circle",Floor 13,New Delhi,Delhi,India,651435,4,IndusInd Bank,956360426971,INDU0810243,Active,2022-03-28,2026-02-18
207,SUP00207,Sahota Group,Contractor,19WBQOA9634E3ZE,AOUKP7512W,wriddhish48@gade.com,01525970820,Shivani Ram,"17
Gill Ganj",Unit 57,Noida,Uttar Pradesh,India,910486,6,Axis Bank,129449784218,AXIS0294139,Active,2021-07-02,2026-03-17
208,SUP00208,"Vaidya, Ravel and Gupta",Equipment Vendor,05UDPKY6666K4ZU,EJNTA5457M,patelrobert@bassi.biz,00181712686,Oscar Ahluwalia,"46/217, Korpal Marg",Suite 17,Surat,Gujarat,India,977956,10,IndusInd Bank,32125095460682,INDU0136144,Active,2020-10-11,2026-05-19
209,SUP00209,Badami-Brar,Contractor,34CUFRU6649Z0ZF,RCQQS5587W,kashish16@rana.org,+911499204458,Robert Deo,"H.No. 99
Ranganathan Nagar",,Hyderabad,Telangana,India,419476,2,ICICI Bank,66421823302462,ICIC0469925,Active,2023-07-26,2024-03-25
210,SUP00210,Padmanabhan Ltd,Logistics Provider,24ALKON2269A8ZH,JAOSS7048R,lekhaloyal@baria.com,02145137956,Vinaya Raj,"147, Bhatti Chowk",Unit 73,Jaipur,Rajasthan,India,749929,4,State Bank of India,8374499978003122,STAT0691706,Active,2018-07-25,2019-02-09
211,SUP00211,Khanna Inc,Goods Supplier,05DFRBY3236E4ZN,NBLBN4742G,mastergabriel@narayanan.com,01701038266,Indira Baral,"76/72, Naik Road",,Amritsar,Punjab,India,696460,10,Yes Bank,1818801872977201,YES 0420843,Active,2016-10-28,2023-10-12
212,SUP00212,"Kaul, Sengupta and Deo",Equipment Vendor,02KPKOM2121I8ZS,FNMRA0706C,hemang74@nazareth-sridhar.biz,+915206406148,Nikita Solanki,"26/583, Sule Path",Floor 6,Nagpur,Maharashtra,India,485591,7,State Bank of India,537579433281,STAT0918563,Blocked,2017-11-27,2024-04-19
213,SUP00213,"Kulkarni, Sachar and Joshi",Service Provider,21FXFPV4257T7ZT,SKIYG9340S,sawhneyomisha@seshadri.com,07585229331,Vrinda Goyal,"84/895, Dalal",,Mumbai,Maharashtra,India,709343,6,Punjab National Bank,477878090589,PUNJ0481749,Active,2023-05-12,2024-11-19
214,SUP00214,"Dua, Naik and Pall",Contractor,07LMQKW3983V5ZL,ZKNEX2362V,lkamdar@ranganathan.biz,4520584811,Champak Sankar,"91, Sami Street",Unit 10,Amritsar,Punjab,India,245333,10,Yes Bank,90009844660,YES 0293624,Active,2018-08-30,2018-09-06
215,SUP00215,"Vig, Minhas and Ramachandran",Service Provider,35XPRQN9885K9ZQ,RUTWV3956E,brindaparsa@goyal.net,9912929507,Ati Kala,"H.No. 740
Chandran Chowk",Floor 18,Jaipur,Rajasthan,India,481221,9,State Bank of India,7968736488514907,STAT0738090,Active,2022-03-12,2023-02-25
216,SUP00216,Om-Pradhan,Contractor,04IUOXN9990C5ZG,IWONJ4540E,matthew98@tailor.org,09372302267,Elijah Gola,"H.No. 347
Murthy Zila",Suite 18,Jaipur,Rajasthan,India,556129,9,Punjab National Bank,43130579466037,PUNJ0928479,Inactive,2022-07-21,2022-11-12
217,SUP00217,Majumdar and Sons,Goods Supplier,29QLMYM2601Z5ZH,QCRSS2817L,gunbir79@master.info,+919969829060,Dayita Prasad,"56/793, Ravel Ganj",,Bengaluru,Karnataka,India,015524,9,IndusInd Bank,6381934060927851,INDU0236287,Active,2020-12-10,2024-06-23
218,SUP00218,"Sidhu, Shenoy and Zachariah",Raw Material Supplier,05VTFLD5626Q4ZQ,ZQVME0957N,yamininarayan@kuruvilla-rout.org,9555562284,Leela Mallick,"45
Kar Circle",Unit 8,Jaipur,Rajasthan,India,676772,1,State Bank of India,801758698961,STAT0285328,Active,2019-11-28,2025-03-01
219,SUP00219,Lall Inc,Goods Supplier,22OUHJF8809M5ZB,AFBYF5659W,vasudha71@lanka.net,0849595909,Yasti Arya,"36/06
Sule Circle",,Surat,Gujarat,India,353441,6,ICICI Bank,83181522699,ICIC0750737,Inactive,2019-08-14,2025-03-24
220,SUP00220,"Sundaram, Menon and Kamdar",Service Provider,01FIOGO4318G8ZN,EYMRS6458C,utkarsh23@krishnan.com,6839834051,Akshay Murty,"H.No. 677, Jayaraman",Suite 43,Coimbatore,Tamil Nadu,India,088832,7,HDFC Bank,221657533514,HDFC0978011,Active,2022-10-19,2025-04-03
221,SUP00221,Kara Ltd,Logistics Provider,07FZFQX8205T4ZF,KKCXE2378Z,ichana@babu.com,+914500355150,Ranveer Viswanathan,"398
Morar Road",Floor 9,Pune,Maharashtra,India,449804,3,Kotak Mahindra Bank,08691432181891,KOTA0845771,Active,2019-05-09,2019-07-04
222,SUP00222,"Viswanathan, Sachar and Ghosh",Goods Supplier,19NEWRJ9669R6ZM,JMEEO5042L,qushinagarajan@jhaveri.com,+918933342276,Praneel Srivastava,"04/44, Sachdev Nagar",,Kolkata,West Bengal,India,100184,6,HDFC Bank,859688087930,HDFC0542398,Active,2022-08-25,2024-08-13
223,SUP00223,"Rout, Dyal and Apte",Logistics Provider,31LCAXG6046Z3ZU,ICEMQ9025F,iryamutti@sahni-sen.org,+910510088389,Ria Bail,"37/63
Kuruvilla Zila",Floor 19,Bengaluru,Karnataka,India,087672,9,HDFC Bank,4976853376770871,HDFC0818786,Active,2020-03-24,2025-11-28
224,SUP00224,Choudhary PLC,Goods Supplier,04VBAYV0145X6Z3,WFAZM9888W,urvisama@gera.com,04433334886,Dipta Dora,"H.No. 63
Bakshi Street",,New Delhi,Delhi,India,236447,5,Punjab National Bank,961461649137,PUNJ0521777,Inactive,2018-02-24,2018-04-08
225,SUP00225,Dalal-Dutta,Service Provider,09VUFNS1553E2ZE,RMKWQ2950I,parsaharish@bir-kant.info,+917026341768,Saumya Toor,"327, Das Ganj",Floor 8,Nagpur,Maharashtra,India,770732,1,HDFC Bank,23166384685961,HDFC0389113,Active,2017-02-04,2018-07-30
226,SUP00226,Sunder-Dada,Equipment Vendor,27RRQTQ0629F3ZM,OPPDM8653L,prabhuchasmum@nori.com,0557383837,Amruta Merchant,"H.No. 138, Bahri Chowk",Floor 6,Jaipur,Rajasthan,India,498720,8,HDFC Bank,479247510181,HDFC0787039,Active,2025-07-23,2026-05-26
227,SUP00227,Palan-Narang,Equipment Vendor,28OBRJI9381A0ZR,NOCNR6957D,lzacharia@singh-wali.com,0383910846,Onveer Nori,"H.No. 11
Ahluwalia Chowk",Floor 11,Noida,Uttar Pradesh,India,703196,7,Punjab National Bank,38617009884,PUNJ0405366,Active,2020-07-31,2024-01-26
228,SUP00228,"Parsa, Patla and Halder",Raw Material Supplier,16IFLXM9688I0ZC,KXOMG6290T,wsavant@varkey-pant.com,1183571073,Gayathri Roy,"26/843
Bhardwaj Circle",Unit 44,Hyderabad,Telangana,India,846825,5,State Bank of India,75010186039474,STAT0784916,Active,2024-08-01,2024-09-21
229,SUP00229,Dubey-Sarna,Goods Supplier,12MFKBW3963L7ZC,CWBAR1112R,abha90@gala.com,+916268767638,Damyanti Sama,"03/915, Vala Zila",,Ahmedabad,Gujarat,India,833186,7,Kotak Mahindra Bank,806159882085,KOTA0198642,Active,2024-12-19,2025-11-21
230,SUP00230,Varma-Sur,Raw Material Supplier,01CRQBA8525U6ZX,LGPND8622K,hemang40@bahl-badal.org,+914049929294,Brinda Goel,"48/56, Bail Ganj",Unit 36,Jaipur,Rajasthan,India,110376,9,HDFC Bank,964362053317,HDFC0703671,Active,2022-08-12,2025-11-01
231,SUP00231,Choudhary-Parekh,Contractor,03VEWHU4367D1ZM,WVVMH4877N,chaudhariayush@sangha.net,+916583391864,Bhavika Tak,"H.No. 08, Halder Path",,Hyderabad,Telangana,India,640545,10,Kotak Mahindra Bank,1229639553863286,KOTA0120122,Inactive,2017-05-27,2020-09-27
232,SUP00232,Butala-Bandi,Goods Supplier,12YEYQR4406O6Z9,LMLAO7666Z,agatenidra@wable-prabhakar.com,4254304855,Turvi Tak,"H.No. 027, Guha Circle",,Lucknow,Uttar Pradesh,India,108591,9,ICICI Bank,8593266564163622,ICIC0800031,Active,2019-05-08,2025-01-10
233,SUP00233,Vyas and Sons,Logistics Provider,09XZRTY3519G6ZE,XPBWK3139A,abdul19@som-vala.com,05391208564,Zinal Ahuja,"H.No. 74, Gara",Unit 80,Amritsar,Punjab,India,670458,9,State Bank of India,637736050158,STAT0887263,Active,2025-12-02,2026-03-25
234,SUP00234,Pai-Maharaj,Goods Supplier,16UFVJR3075L9ZS,SGLQG6352K,akorpal@sachdev-dave.com,2526047681,Mohammed Bath,"644, Chahal Nagar",Floor 16,Nagpur,Maharashtra,India,541365,6,Axis Bank,165209004670,AXIS0116893,Active,2023-11-19,2025-04-12
235,SUP00235,"Baria, Brahmbhatt and Nagi",Contractor,07WUNTM9418E9Z7,HJRBU1119X,khuranamax@mammen-amble.net,2068639458,Azad Sarna,"76/860, Lala Chowk",,Kolkata,West Bengal,India,872070,2,HDFC Bank,01012118119,HDFC0428570,Active,2023-03-27,2023-05-19
236,SUP00236,Gaba-Vora,Raw Material Supplier,14ZTIHM8646A8ZK,ZABHF6886N,chameli09@srivastava-hegde.info,1673261171,Ria Mahal,"H.No. 400, Dugar Road",,Ahmedabad,Gujarat,India,420118,2,Punjab National Bank,0168957744984606,PUNJ0473763,Active,2017-07-23,2024-01-17
237,SUP00237,Dave Group,Equipment Vendor,16QSKEX1518M7ZN,TLXHG7009V,regejasmit@walla.info,9774620681,Meghana Varughese,"H.No. 902
Rama",Floor 3,Lucknow,Uttar Pradesh,India,359488,3,Punjab National Bank,839267443265,PUNJ0595473,Inactive,2019-06-12,2019-11-01
238,SUP00238,"Aggarwal, Sama and Agarwal",Goods Supplier,30ULWLT3254L6ZT,RJGRZ8817J,victor24@sant.biz,09546855327,Wriddhish Shan,"H.No. 595
Sanghvi Street",,New Delhi,Delhi,India,873739,6,IndusInd Bank,34830591329442,INDU0474156,Active,2016-12-16,2018-02-21
239,SUP00239,Pall PLC,Contractor,31ZPEEG1604W1ZZ,ETDUB1907R,jkari@chaudhuri.info,0177031931,Bishakha Munshi,"H.No. 97, Om",Floor 19,Amritsar,Punjab,India,943342,7,Kotak Mahindra Bank,8332213754416489,KOTA0394297,Active,2024-02-01,2025-11-26
240,SUP00240,"Rastogi, Dani and Dhaliwal",Contractor,23LKQFT5539M0ZN,HKJQJ8543G,mmitra@magar-nagy.com,+918616320524,Umang Deshmukh,"H.No. 469, Mahal Street",,Ludhiana,Punjab,India,548818,5,Axis Bank,40353338000231,AXIS0624942,Active,2019-11-06,2021-08-22
241,SUP00241,Chakrabarti-Virk,Equipment Vendor,11VKIYN2726O2ZW,ONXAK3126I,dashfrado@kar-bumb.com,+911392832090,Siddharth Keer,"42/48, Varghese Path",,Coimbatore,Tamil Nadu,India,414702,2,Punjab National Bank,3378115675807596,PUNJ0511440,Active,2016-07-10,2020-07-13
242,SUP00242,Gill Group,Contractor,26JQLHO3127V6ZS,GLZHO0788H,danijagvi@jha.info,1728884400,Triveni Shah,"27/773
Shah Path",Floor 2,Jaipur,Rajasthan,India,749632,1,HDFC Bank,11682834062,HDFC0593755,Active,2021-11-30,2023-10-20
243,SUP00243,Dhar-Sharaf,Service Provider,21RNSKW9794Q3Z9,MOWIV0094C,vihaan58@magar.com,08838258137,Vincent Thakur,"85/566, Patel Marg",Unit 57,Chennai,Tamil Nadu,India,559752,9,State Bank of India,43964755338614,STAT0287150,Active,2024-08-21,2025-12-17
244,SUP00244,Mallick and Sons,Logistics Provider,23KINJR0692W7ZA,PYSYM8368N,murtyabdul@mutti.com,3081484624,Lakshit Morar,"H.No. 694, Narasimhan",Floor 3,New Delhi,Delhi,India,305174,8,Kotak Mahindra Bank,0933695830854997,KOTA0313276,Active,2019-07-06,2026-03-14
245,SUP00245,Balasubramanian Group,Contractor,16JKQYI0070S2ZL,HLAYJ1759M,tsubramanian@sood.com,+914459897154,Riya Shenoy,"H.No. 337, Dugal Road",Unit 29,Surat,Gujarat,India,583924,8,ICICI Bank,4964034490294492,ICIC0181043,Active,2020-08-12,2022-08-27
246,SUP00246,Misra Group,Equipment Vendor,17KYGDZ9765Z7ZR,EZKFA8737W,sidhuishanvi@srinivas.com,04002356861,Ekalinga Sha,"H.No. 936, Chandra Circle",Suite 36,Lucknow,Uttar Pradesh,India,713819,7,HDFC Bank,00492983290115,HDFC0289340,Active,2018-08-23,2023-11-04
247,SUP00247,"Contractor, Hora and Pillay",Contractor,30GOQKZ3551V4ZA,XVDJY9145Y,talwarbina@dubey.com,+916338532839,Vihaan Bumb,"37, Vig Nagar",Unit 65,New Delhi,Delhi,India,470763,3,Axis Bank,73577774113,AXIS0317439,Active,2025-05-12,2025-06-24
248,SUP00248,Jaggi-Ram,Logistics Provider,19JVOZN5302I0Z8,URVWH3053E,jkala@patla.com,4950145448,Indira Ganesan,"52/189
Acharya Nagar",,Jaipur,Rajasthan,India,786216,9,Kotak Mahindra Bank,078118537096,KOTA0871755,Active,2018-07-13,2026-04-17
249,SUP00249,Choudhary-Tara,Raw Material Supplier,16UGXVB9507O0Z0,XGSZP4647V,darsh20@nagi-toor.com,+919375928032,Aarush Edwin,"455, Parmar Marg",,New Delhi,Delhi,India,646231,8,Axis Bank,24956606354,AXIS0371602,Active,2022-07-28,2022-12-09
250,SUP00250,Sura Ltd,Equipment Vendor,29MDWBN4497T6ZH,WKGAS7184I,thomas43@sibal.com,00021563136,Alka Baria,"H.No. 69, Kibe Nagar",Floor 1,Coimbatore,Tamil Nadu,India,406503,5,HDFC Bank,07780074208,HDFC0768494,Active,2018-06-08,2019-02-18
251,SUP00251,Chacko-Naik,Raw Material Supplier,36HOZQA3508J6Z8,IGJOQ0057O,ucchalkalla@hora-kakar.biz,02070842329,Logan Sur,"13
Sama Street",Unit 35,Coimbatore,Tamil Nadu,India,047142,9,Punjab National Bank,1659318382525625,PUNJ0153269,Active,2017-03-25,2021-12-01
252,SUP00252,Garde-Bassi,Equipment Vendor,02QBEUI3831Z7Z4,EMYYH2876P,sanya25@yadav.com,+912992826525,Krishna Luthra,"129, Hans Road",Suite 26,Hyderabad,Telangana,India,249057,4,ICICI Bank,59535097520,ICIC0632658,Active,2018-08-22,2023-11-13
253,SUP00253,Mand-Rastogi,Contractor,06RCZEI4702C4ZQ,HBECO7094N,dixitfitan@comar.com,03805645931,Zaid Baral,"H.No. 72
Boase Circle",,Chennai,Tamil Nadu,India,103135,7,IndusInd Bank,8219233788397735,INDU0478733,Blocked,2019-06-30,2022-06-10
254,SUP00254,Seshadri LLC,Raw Material Supplier,14XHTWI5571U9Z9,ZMPYW8458U,omisha98@magar.info,6411642718,Gavin Char,"H.No. 40
Datta Circle",Suite 25,Lucknow,Uttar Pradesh,India,059321,7,State Bank of India,8577511421471646,STAT0690701,Active,2019-03-09,2025-08-16
255,SUP00255,Devi LLC,Service Provider,29DXRSJ1335W3ZC,DOBOP6533E,teerth24@sheth.com,7759491236,Irya Balay,"H.No. 671, Grewal Path",Suite 13,New Delhi,Delhi,India,681521,6,Punjab National Bank,331277113141,PUNJ0242058,Active,2019-03-05,2023-08-18
256,SUP00256,"Nagi, Mody and Chandra",Logistics Provider,06ZVPYI5597R9ZK,JIASG1571Y,kannankai@iyengar.com,03151271643,Veda Tara,"H.No. 14, Dua Street",Floor 20,Amritsar,Punjab,India,512805,3,Kotak Mahindra Bank,85315213812162,KOTA0756176,Active,2020-08-13,2022-08-08
257,SUP00257,Mall Inc,Logistics Provider,37GJDWM2149I0ZJ,EWALE3124G,mbalakrishnan@grover-rege.com,6825184827,Chanchal Hari,"H.No. 03, Sangha",,Jaipur,Rajasthan,India,281519,6,State Bank of India,22463184763,STAT0334441,Active,2025-06-26,2026-01-07
258,SUP00258,Muni PLC,Logistics Provider,35DJGFB6836P2ZN,UHTMH3178V,vbutala@kade.org,+914556699473,Ridhi Prabhu,"H.No. 798
Tiwari Zila",,Amritsar,Punjab,India,927311,3,HDFC Bank,46697770990,HDFC0162114,Active,2024-12-10,2025-02-18
259,SUP00259,"Gokhale, Issac and Rao",Logistics Provider,27YKYPM1043Q3ZM,HKSZF1349Z,bosedevansh@kibe-borde.biz,+918920840466,Warda Sinha,"031, Tailor Ganj",,Hyderabad,Telangana,India,084146,5,IndusInd Bank,4442125329054868,INDU0364897,Active,2016-11-09,2017-03-07
260,SUP00260,Shanker-Oak,Goods Supplier,01RPTZH9428E8ZW,PCLAD1228A,nagarishani@sandhu.info,+914538358475,Oeshi Bhandari,"72, Dara Road",Suite 15,Jaipur,Rajasthan,India,409353,3,Punjab National Bank,002897233169,PUNJ0230376,Blocked,2021-07-12,2022-05-03
261,SUP00261,Dass-Bhardwaj,Service Provider,24KSUSW9287Q2ZQ,GIWMR1301H,daksha74@mammen.com,9020674986,Naveen Gokhale,"785, Seth Street",,Coimbatore,Tamil Nadu,India,166551,6,Kotak Mahindra Bank,05801564245,KOTA0264121,Active,2021-09-20,2026-05-13
262,SUP00262,"Rege, Biswas and Peri",Raw Material Supplier,05EKDDH3900E3ZV,NFNZH9336O,frederick07@sarraf-thakur.info,8581122259,Nitara Mani,"H.No. 339, Loke Marg",Suite 48,Jaipur,Rajasthan,India,276444,3,Axis Bank,8658399524602029,AXIS0627928,Active,2017-04-05,2019-09-21
263,SUP00263,Samra-Tella,Contractor,25LOHJG9136R2ZW,TZWOS7279J,damyantisama@bumb-devan.com,+919772479607,Jatin Sen,"H.No. 799
Sodhi Road",,New Delhi,Delhi,India,316860,1,HDFC Bank,54246118477,HDFC0578450,Active,2020-02-22,2024-07-17
264,SUP00264,Dugar Group,Contractor,22NCGPN8368R6Z3,HUKFT5972F,oscar58@kibe.com,02979003466,Umang Sekhon,"74/85, Suri Road",Floor 19,Amritsar,Punjab,India,711370,6,State Bank of India,96313179853064,STAT0312681,Active,2022-11-02,2024-02-29
265,SUP00265,Gara Group,Service Provider,35DTIEQ4078B5Z2,UDEZK6386V,bvyas@parsa.biz,0791144477,Parth Tailor,"H.No. 06, Garg Nagar",Suite 29,Noida,Uttar Pradesh,India,789445,3,State Bank of India,7496598627549823,STAT0176203,Active,2017-08-06,2021-11-05
266,SUP00266,Kannan-Rege,Contractor,07LKBPQ4866G3Z9,XVTZT8634V,azaan77@salvi.com,2716235422,Elijah Suresh,"H.No. 66, Shanker Street",Unit 60,New Delhi,Delhi,India,965630,9,ICICI Bank,6051175105930369,ICIC0995830,Inactive,2019-10-12,2021-12-16
267,SUP00267,"Nagarajan, Sha and Khalsa",Raw Material Supplier,17BTQWA5160W5Z0,MVUVZ5942E,pillaifaras@pradhan.com,6014825085,Theodore Mander,"90
Banerjee Path",,Coimbatore,Tamil Nadu,India,881628,8,Yes Bank,49888924779752,YES 0785934,Active,2019-12-31,2022-08-22
